
1,21
2,337
3,543
4,500
5,459
6,556
7,603
8,700
9,589
10,535
11,714
12,768
13,939
14,764
15,1120
16,789
17,1044
18,1120
19,1224
20,1198
21,1183
22,1392
23,1203
24,1382
25,1171
26,1313
27,1423
28,1346
29,1777
30,1616
31,1634
32,1689
33,1283
34,1671
35,1290
36,667
37,847
38,1275
39,1685
40,1560
41,1524
42,1389
43,1734
44,1575
45,1562
46,1742
47,165
48,1447
49,1755
50,1700
51,959
52,1862
53,1288
54,1725
55,1679
56,1536
57,1975
58,1751
59,1898
60,2065
61,1992
62,2028
63,1546
64,1265
65,1659
66,1632
67,1494
68,1657
69,1670
70,1183
71,1391
72,1478
73,1772
74,1232
75,1742
76,1830
77,2057
78,2067
79,2140
80,2013
81,2072
82,2040
83,2041
84,1909
85,1973
86,2053
87,2153
88,2047
89,2038
90,2135
91,2029
92,1916
93,2029
94,2079
95,2041
96,2054
97,1850
98,1985
99,2132
100,2116
101,2064
102,2139
103,2045
104,1485
105,927
106,1419
107,994
108,1106
109,1618
110,1833
111,1628
112,2010
113,1872
114,1514
115,923
116,1038
117,1339
118,1667
119,1801
120,1554
121,1394
122,1282
123,1397
124,1230
125,1571
126,1905
127,1843
128,1789
129,1319
130,1695
131,1734
132,1564
133,1534
134,1528
135,1659
136,1413
137,1680
138,1933
139,1874
140,1643
141,1898
142,1632
143,1800
144,1957
145,1760
146,1817
147,1854
148,1673
149,1750
150,1766
151,1762
152,1770
153,1832
154,2041
155,1752
156,1612
157,1661
158,1634
159,1826
160,1579
161,1861
162,1808
163,1873
164,1974
165,2097
166,2143
167,2036
168,2027
169,1961
170,2148
171,2098
172,2122
173,2122
174,2282
175,2279
176,2363
177,2364
178,2342
179,2241
180,1840
181,1639
182,1921
183,1975
184,2143
185,2113
186,2090
187,2246
188,2184
189,2202
190,2149
191,2171
192,2120
193,2337
194,2303
195,2141
196,2250
197,2392
198,2186
199,2143
200,2282
201,2244
202,2104
203,1604
204,1658
205,1581
206,885
208,1397
209,1546
210,1983
211,1965
212,1979
213,1910
214,2049
215,1936
216,2176
217,2055
218,2098
219,1752
220,1921
221,2009
222,1939
223,2005
224,1913
225,1358
226,1412
227,1964
228,2001
229,1541
230,1564
231,1203
232,1062
233,1092
234,1422
235,1166
236,1241
237,973
238,1316
239,1707
240,1883
241,1138
242,1455
243,1427
244,1670
245,1559
246,1802
247,1805
248,1622
249,1825
250,1962
251,1750
252,1431
253,1648
254,1590
255,1882
256,1713
257,1584
258,2037
259,1964
260,1942
261,1414
262,1074
263,1037
264,1562
265,1992
266,1919
267,1566
268,1922
269,1918
270,1935
271,1962
272,1926
273,1932
274,1973
275,1980
276,1902
277,1873
278,2038
279,1982
280,1842
281,1984
282,2023
283,1976
284,2040
285,1809
286,2021
287,2094
288,2077
289,1966
290,2066
291,2020
292,2016
293,1647
294,1163
295,1994
296,1917
297,1937
298,2037
299,2021
300,2078
301,1967
302,1934
303,1663
304,1984
305,1982
306,2034
307,2013
308,2007
309,2049
310,2032
311,1928
312,1890
313,1743
314,1955
315,1996
316,2031
317,2213
318,2117
319,2055
320,2183
321,2126
322,2228
323,2061
324,2152
325,2094
326,2171
327,2037
328,2148
329,2136
330,1924
331,2152
332,2214
333,2080
334,2096
335,2035
336,2157
337,2165
338,2127
339,1989
340,2014
341,2061
342,1981
343,2127
344,1965
345,2060
346,2141
347,2113
348,2024
349,2114
350,2165
351,2021
352,2067
353,2205
354,2104
355,2067
356,1972
357,2114
358,2114
359,2135
360,2137
361,2106
362,2144
363,2121
364,2090
365,2182
366,2107
367,1998
368,2168
369,2076
370,2053
371,2046
372,1990
373,2098
374,2176
375,2141
376,2068
377,2221
378,2167
379,2219
380,2007
381,2059
382,2097
383,1883
384,1942
385,2195
386,2181
387,2067
388,2015
389,2110
390,2177
391,2119
392,2177
393,2129
394,2187
395,2233
396,2087
397,2238
398,2165
399,2159
400,2089
401,2181
402,2159
403,2145
404,2104
405,2086
406,2235
407,2165
408,2118
409,2201
410,2209
411,2161
412,2159
413,2177
414,2232
415,2222
416,2171
417,2193
418,2175
419,2222
420,2132
421,2126
422,2088
423,2070
424,2182
425,2209
426,2089
427,2150
428,2145
429,2097
430,2075
431,2155
432,2158
433,2179
434,2187
435,2199
436,2143
437,2187
438,2157
439,2266
440,2201
441,2165
442,2150
443,2174
444,2129
445,2208
446,2226
447,2188
448,2163
449,2148
450,2263
451,2122
452,2238
453,2236
454,2190
455,2144
456,2148
457,2172
458,2141
459,2167
460,2105
461,2108
462,2105
463,2223
464,1927
465,1933
466,2128
467,2109
468,2166
469,2060
470,2126
471,1995
472,2102
473,1967
474,2050
475,1955
476,2090
477,2122
478,2119
479,2191
